사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-05,경강선,1509,부발,1,0,648,33,"1,633","1,192","3,660","3,906","3,632","4,160","2,561","1,649","2,326","1,333","2,265","1,558","2,728","1,656","2,172","1,823","2,143","1,646","2,525","1,930","3,124","2,390","4,724","3,110","5,183","3,270","2,168","4,286","2,002","3,271","1,446","2,679",709,"2,763",315,"1,900",6,"1,031",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경강선,1510,세종대왕릉,1,0,165,3,334,131,674,526,716,543,463,395,535,418,433,605,408,490,450,337,548,571,550,484,697,468,718,468,762,507,369,784,170,330,116,406,43,222,5,313,0,96,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경강선,1511,여주,6,0,920,6,"2,581",485,"4,355","2,280","3,938","2,870","2,955","3,323","3,147","2,526","2,725","2,995","2,949","3,490","3,167","2,885","3,661","3,100","4,161","2,936","4,548","3,945","4,396","3,375","3,053","3,962","2,801","5,492","2,247","3,585","1,505","2,158",625,"2,262",170,"2,074",0,832,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2511,방화,5,0,"4,419",10,"9,727","3,413","23,756","4,134","22,059","11,576","11,766","6,462","9,199","4,915","8,630","5,412","9,472","6,342","9,299","6,803","8,905","7,668","8,813","8,573","9,514","9,874","9,911","11,351","10,083","17,856","4,947","18,812","3,857","11,634","3,210","9,955","2,179","9,781",772,"6,110",0,"1,162",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2512,개화산,1,0,"3,105",337,"5,976","3,916","17,417","4,349","16,277","10,944","8,574","5,040","6,072","4,395","6,057","4,428","6,479","5,328","6,710","5,334","6,222","5,945","6,352","6,483","7,374","7,283","9,352","8,148","10,005","13,051","5,087","13,091","3,398","7,997","2,825","7,328","2,570","6,959",594,"4,242",7,811,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2513,김포공항,1,0,400,"1,374","1,437","6,516","4,323","10,009","5,279","13,465","5,934","10,166","5,487","8,268","6,509","9,663","7,543","11,844","9,481","12,480","10,499","12,099","12,142","10,621","12,342","11,902","16,178","12,159","20,386","11,001","13,672","7,282","12,210","3,821","10,198","1,988","9,482","1,252","1,010",859,16,139,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2514,송정,55,0,"3,782","1,198","7,229","4,062","18,195","6,433","20,216","12,135","13,013","7,751","9,920","6,305","8,823","6,948","9,068","7,149","9,305","7,576","8,933","8,177","9,440","9,867","10,372","10,414","12,073","12,912","13,401","17,857","7,768","15,650","5,960","10,334","5,087","8,755","4,212","8,500","1,782","5,491",25,529,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2515,마곡,1,0,"1,876","1,556","5,562","5,624","18,523","9,466","18,703","30,336","9,462","19,974","8,261","9,042","8,001","6,757","7,864","7,386","8,632","8,818","9,662","8,297","11,276","8,661","15,955","8,999","19,947","9,931","25,255","15,510","11,491","13,699","7,442","7,601","5,899","6,409","3,977","6,478","1,590","4,104",4,563,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2516,발산,0,0,"3,266","2,217","8,206","12,967","22,339","26,602","23,366","87,635","14,049","47,805","13,499","22,696","16,149","21,877","19,859","23,714","21,625","24,543","23,769","21,858","28,956","21,186","34,561","22,765","51,069","27,431","69,266","39,936","34,443","32,724","25,828","16,961","26,272","13,140","22,254","10,709","7,277","6,393",31,"1,020",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2517,우장산,3,0,"5,085",767,"18,266","3,778","47,710","10,621","48,146","21,004","25,811","12,089","18,469","10,615","18,058","11,323","19,240","12,829","18,743","15,733","16,976","16,789","18,571","18,991","20,140","22,346","20,677","26,737","17,542","47,169","11,134","39,115","8,293","22,778","7,556","20,187","6,205","19,818","1,861","12,081",4,928,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2518,화곡,91,1,"19,829","1,499","35,453","9,682","100,546","12,541","128,668","25,722","64,214","24,179","39,012","17,361","35,877","18,471","36,886","21,767","34,964","24,647","30,456","27,091","29,332","32,520","32,204","41,240","34,176","56,479","34,330","104,502","22,235","86,429","16,580","53,385","14,179","44,590","11,409","43,212","4,102","25,714",7,"1,876",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2519,까치산,107,0,"22,215","1,548","38,051","8,345","108,049","10,640","139,289","20,252","71,112","16,920","41,537","16,911","36,921","19,150","37,998","22,897","37,291","25,728","32,075","30,143","29,458","38,275","30,083","46,309","30,479","60,752","30,472","108,985","20,379","94,282","16,179","59,643","13,524","53,295","11,129","47,770","4,852","29,538",8,"2,053",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2520,신정(은행정),27,0,"10,366",759,"20,130","3,841","55,150","5,673","71,542","11,077","33,290","7,835","17,197","6,498","15,068","6,643","14,953","8,098","14,445","9,091","11,900","10,420","11,010","14,032","12,164","16,825","12,992","22,639","13,985","39,354","8,219","32,657","5,909","20,661","4,522","19,389","4,136","18,207","1,422","11,714",3,252,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2521,목동,1,0,"6,902","1,189","18,476","5,611","53,408","12,309","64,462","26,186","31,352","20,830","20,393","15,066","19,920","13,355","21,595","15,348","21,124","19,198","19,839","19,670","20,026","22,519","21,182","27,299","24,228","39,397","27,400","72,252","15,983","55,647","13,446","30,855","12,162","26,685","14,146","25,621","4,253","15,309",6,369,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2522,오목교(목동운동장앞),19,0,"3,927","1,619","13,329","8,057","41,161","24,602","48,398","65,703","25,422","53,646","18,316","28,279","20,404","26,809","23,377","27,910","25,625","30,745","26,336","29,984","29,638","29,673","34,653","33,189","43,745","44,269","66,125","71,026","36,399","49,179","38,212","24,613","28,088","20,262","27,274","19,522","7,553","11,898",0,180,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2523,양평,1,0,"1,710",712,"5,557","3,631","19,275","7,637","22,753","34,461","9,765","13,737","6,496","5,261","6,151","4,897","6,448","4,910","6,588","5,715","6,285","5,424","7,269","6,046","7,633","6,731","11,770","9,622","28,897","18,965","9,450","14,308","5,852","7,983","4,815","7,338","3,404","7,032","1,458","4,310",0,71,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2524,영등포구청,0,0,"1,005",509,"2,028","1,722","6,222","4,591","9,401","18,715","4,470","8,645","3,382","4,065","3,472","3,542","3,699","3,347","4,109","3,838","4,241","3,842","4,620","3,948","5,255","4,042","7,479","5,383","16,533","9,579","6,534","5,965","3,810","3,455","3,575","3,025","2,714","2,728","1,025","1,686",1,4,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2525,영등포시장,2,0,"2,209",952,"4,513","5,621","15,678","11,594","21,835","31,116","11,009","17,598","7,864","11,791","8,794","11,402","10,209","11,519","11,050","14,164","11,534","12,540","13,034","11,786","15,565","11,081","19,864","13,708","28,948","22,531","14,020","14,854","9,510","8,729","8,258","8,134","6,479","6,878","2,346","4,586",0,24,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2526,신길,44,0,"1,710",417,"3,054","2,563","9,515","4,447","15,327","13,025","5,736","6,614","3,020","2,371","2,975","2,365","3,281","2,664","3,431","3,359","2,991","3,142","3,128","3,418","4,083","4,202","5,962","7,142","11,234","13,039","4,924","7,928","2,665","5,637","2,858","5,503","2,036","5,401",978,"3,512",0,82,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2527,여의도,4,0,"2,034","2,270","3,427","24,709","8,499","112,620","12,420","182,225","9,910","58,624","9,511","21,407","14,064","21,444","13,169","19,362","17,295","21,470","19,675","18,106","25,126","16,838","33,475","16,627","96,789","19,807","151,390","28,351","53,289","15,233","36,003","8,286","34,851","6,625","23,409","5,887","6,486","3,664",4,"3,068",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2528,여의나루,10,0,"1,116","1,529","2,346","12,296","4,529","24,817","6,934","52,023","4,204","14,983","3,610","7,075","4,581","8,281","5,612","10,927","6,820","16,004","8,286","19,065","12,432","19,994","18,329","20,062","35,586","20,429","53,689","22,800","30,571","15,937","26,128","10,249","25,939","5,587","22,569","3,556","7,429","1,973",10,456,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2529,마포,17,0,"2,360","1,292","6,897","7,237","21,476","20,946","30,126","62,594","15,179","31,301","11,658","15,178","11,920","13,571","13,289","12,416","15,191","14,177","14,588","12,227","15,584","12,772","17,793","15,033","28,586","21,978","53,886","38,270","20,838","24,076","16,674","12,973","17,625","10,535","13,353","9,736","5,008","5,590",8,"1,003",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2530,공덕,9,0,"1,960",847,"4,663","7,486","16,816","26,406","24,106","71,583","12,324","37,108","9,145","14,386","11,201","13,069","12,434","12,177","14,706","12,814","14,237","12,723","15,759","12,569","19,363","14,751","32,479","21,679","59,781","39,100","24,838","22,609","17,227","11,288","17,744","9,616","14,095","8,603","5,523","5,859",31,517,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2531,애오개,16,0,"1,857",454,"4,979","2,999","16,162","7,920","22,249","26,175","10,750","11,409","7,408","6,469","7,479","5,664","7,434","5,616","8,338","6,930","8,189","6,895","8,589","7,588","8,250","8,209","11,802","11,203","21,858","19,471","7,888","12,967","5,636","7,834","4,594","7,178","3,649","7,046","1,237","4,445",2,"1,934",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2532,충정로(경기대입구),15,0,"1,023",234,"1,920","1,650","5,202","7,748","7,073","32,223","4,243","16,803","3,438","4,305","3,831","3,460","4,530","3,393","4,785","4,295","4,833","3,945","5,204","3,508","6,248","3,768","11,955","4,850","29,440","7,850","8,304","5,021","5,231","3,535","4,348","3,590","2,896","3,368","1,015","2,169",6,173,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2533,서대문,10,0,"2,472","1,222","5,179","15,167","14,119","49,103","19,155","128,185","13,647","36,275","12,160","17,204","13,876","13,259","15,017","12,890","14,638","16,802","16,498","13,612","19,695","12,232","26,786","11,975","44,945","15,359","97,829","20,702","28,617","12,780","19,473","8,754","17,295","7,975","12,169","7,150","4,068","4,426",8,411,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2534,광화문(세종문화회관),8,1,950,668,"2,750","20,819","7,722","76,873","11,690","242,972","10,198","95,474","10,121","35,579","15,357","36,178","18,403","30,578","25,023","33,368","29,455","29,028","35,448","25,469","46,606","23,876","90,953","26,942","193,266","34,073","74,743","17,243","49,341","8,072","51,375","5,963","33,203","4,368","10,156","3,029",7,271,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2535,종로3가,16,1,888,349,"1,659","4,942","2,682","13,021","3,469","35,667","3,816","31,927","5,246","22,833","8,228","24,316","11,169","24,483","14,378","25,406","17,535","23,262","20,833","20,456","24,696","19,582","33,343","19,185","49,092","22,123","30,348","12,594","24,925","5,904","28,162","3,847","23,146","2,949","8,496","1,988",7,268,0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2536,을지로4가,1,0,300,342,625,"4,641","1,124","14,687","1,544","38,817","1,926","17,899","2,912","10,947","4,232","9,500","5,118","8,431","6,834","8,237","8,294","7,745","9,400","6,383","10,647","5,214","19,356","4,427","31,756","4,309","15,946","2,270","8,411","1,129","6,403",932,"4,695",577,"1,837",415,2,41,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2537,동대문역사문화공원(DDP),0,0,194,229,470,"2,455",685,"8,515","1,302","28,278","1,033","9,317","1,045","3,193","1,760","2,276","1,325","2,109","1,688","2,604","2,083","2,210","2,772","1,886","3,349","1,685","8,903","1,953","18,553","2,246","7,429","1,324","4,005",708,"2,980",641,"2,285",592,841,453,1,45,1,1,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2538,청구,4,0,"1,308",249,"2,708","1,538","5,904","3,527","9,335","13,459","6,114","7,228","4,633","3,580","5,120","3,226","5,035","3,272","5,155","3,601","5,001","3,679","4,973","4,138","6,067","4,529","7,160","5,932","11,720","9,127","7,627","6,680","4,706","4,252","4,010","3,757","3,045","4,160","1,360","2,625",7,164,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2539,신금호,12,0,"2,453",322,"6,001","2,476","18,633","6,507","24,459","10,165","12,962","6,346","8,090","5,141","7,504","4,832","8,005","5,592","7,671","6,164","6,836","6,973","7,069","7,989","8,687","9,557","8,216","12,988","8,939","21,952","5,959","16,130","4,618","9,899","3,509","8,598","2,679","8,177","1,041","5,374",25,435,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2540,행당,5,0,"3,856",815,"10,246","2,726","27,164","4,857","38,113","8,822","18,333","6,339","11,306","4,892","10,788","5,239","10,541","6,609","10,037","7,173","9,125","7,788","8,637","9,215","8,412","11,599","9,162","16,260","9,589","28,275","5,895","20,162","4,613","11,975","3,949","10,717","3,648","10,489","1,085","5,979",13,411,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2541,왕십리(성동구청),30,1,"1,844",356,"2,100","2,126","4,917","4,670","7,953","15,999","4,425","7,426","3,904","5,409","4,406","5,434","4,960","6,097","5,372","6,946","5,601","6,974","6,309","6,980","7,206","7,789","9,332","9,471","12,733","14,673","8,262","9,439","6,628","5,107","6,984","4,422","6,660","3,865","2,819","3,117",20,"1,428",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2542,마장,1,0,"2,230",629,"4,979","3,330","13,117","5,600","18,554","13,446","10,141","6,366","7,279","5,658","6,840","5,429","7,568","6,004","6,895","5,934","6,970","5,925","7,218","6,715","7,970","7,672","9,417","10,102","10,914","15,604","6,773","11,227","4,668","7,161","4,116","6,206","3,707","5,897","1,224","3,696",13,372,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2543,답십리,2,0,"8,015","1,020","15,853","6,885","48,454","12,841","67,351","30,736","31,392","16,215","18,713","11,905","16,523","11,487","18,357","12,552","17,910","14,288","16,644","14,906","16,692","17,343","18,411","19,947","22,883","28,694","30,180","51,911","17,026","38,452","11,278","21,798","9,800","19,924","7,317","18,853","2,820","11,723",37,"1,461",0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2544,장한평,10,0,"6,284","1,084","15,213","10,597","42,614","19,640","59,765","57,599","30,626","28,198","19,189","15,769","16,524","14,207","18,776","14,681","19,289","16,295","18,911","16,296","19,945","18,075","23,448","22,018","30,685","30,187","49,701","53,339","24,695","39,918","14,136","24,613","12,087","20,318","9,743","18,141","3,866","10,463",41,"1,675",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2545,군자(능동),34,0,"6,980",794,"10,034","5,766","28,448","6,697","43,684","19,391","19,143","13,356","11,474","9,119","11,118","9,221","12,024","10,577","12,394","12,004","11,712","12,779","11,713","14,754","13,602","17,408","16,189","26,046","19,992","45,020","13,429","34,283","10,375","19,400","10,533","16,965","9,424","16,268","4,377","11,102",7,"5,760",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2546,아차산(어린이대공원후문),5,0,"7,866","1,395","14,308","5,368","36,879","9,482","53,664","19,964","27,955","20,027","18,006","19,931","17,026","17,642","19,718","17,751","21,235","18,400","21,378","18,122","21,758","20,672","23,891","23,679","24,850","29,923","24,583","47,236","16,307","37,238","11,669","22,845","10,536","18,926","7,910","17,193","2,764","11,067",5,417,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2547,광나루(장신대),3,0,"4,702","1,741","14,278","7,381","33,818","12,827","41,526","25,380","24,125","18,735","15,866","16,240","15,060","12,965","15,912","12,933","17,796","13,939","17,151","13,711","17,906","14,656","21,256","17,303","23,203","21,940","28,573","34,625","14,280","25,858","9,649","16,473","8,930","15,117","7,358","13,617","2,231","9,043",1,185,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2548,천호(풍납토성),23,0,"6,798","1,393","9,954","12,103","23,755","17,115","29,178","33,437","20,277","32,738","18,728","23,520","21,320","25,089","24,389","25,641","26,724","27,693","27,823","28,712","31,183","30,078","34,945","32,448","40,333","40,208","45,903","55,290","34,687","42,868","33,394","23,976","25,179","20,564","20,126","17,715","8,412","11,541",4,973,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2549,강동,53,0,"10,845","1,148","19,973","11,943","56,679","24,803","73,669","44,682","39,132","24,666","25,673","16,984","24,172","15,540","25,184","17,099","24,317","19,651","23,901","19,421","24,483","21,252","27,251","24,388","39,456","32,504","50,751","49,790","25,836","43,337","16,162","26,548","12,894","24,752","9,744","23,600","3,429","16,647",9,"1,632",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2550,길동,5,0,"3,993",426,"7,753","2,958","19,158","5,342","24,213","15,419","12,917","11,349","10,008","7,860","9,973","8,276","10,383","8,416","10,844","9,542","10,428","10,081","10,112","11,438","11,173","13,183","12,319","16,083","15,129","24,854","8,787","19,949","6,050","12,094","5,156","8,780","3,812","7,490","1,123","5,603",13,858,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2551,굽은다리(강동구민회관앞),0,0,"5,645",495,"11,130","2,455","30,660","4,938","34,181","11,117","18,154","7,538","12,208","6,261","11,498","7,225","11,812","7,911","11,868","9,035","10,470","9,642","10,348","11,036","10,624","13,661","11,667","17,256","12,608","28,022","7,366","25,128","5,836","14,479","5,475","13,425","4,355","11,994",947,"8,557",5,"1,457",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2552,명일,1,0,"4,166",479,"11,023","2,437","32,502","4,895","29,452","10,349","14,219","6,824","11,321","6,750","10,745","6,930","11,070","7,249","10,659","8,446","9,490","9,347","9,674","11,006","10,220","13,264","11,934","17,578","9,685","29,665","5,748","30,361","4,616","13,583","4,104","11,895","3,738","10,958",870,"7,102",7,"1,171",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2553,고덕,0,0,"3,173","1,259","11,553","4,534","27,279","8,690","23,495","13,139","12,734","8,357","10,012","7,844","10,365","7,111","10,627","8,356","10,233","9,816","10,558","9,886","11,090","10,498","14,232","11,657","15,315","15,362","12,132","25,210","6,804","26,225","5,433","12,713","5,224","11,233","5,458","10,123","1,327","6,472",4,"1,090",0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2554,상일동,15,0,"8,211","1,134","30,706","9,796","95,654","10,739","75,837","18,549","33,008","9,428","22,933","7,988","19,738","9,303","20,094","10,973","19,294","12,689","16,669","14,049","16,713","16,618","22,220","21,575","25,005","29,792","21,344","55,244","10,902","59,242","7,528","33,569","5,926","26,993","3,892","26,027",999,"17,577",1,"3,023",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2555,둔촌동,5,0,"3,489",501,"7,864","4,714","21,196","8,559","23,532","18,379","12,798","10,569","9,757","7,964","9,292","8,100","10,431","8,994","10,521","9,834","10,231","9,759","11,371","11,255","12,808","13,334","14,764","16,828","18,300","25,656","10,240","20,026","7,367","10,717","7,293","9,077","4,975","8,472","1,940","5,816",0,40,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2556,올림픽공원(한국체대),0,0,831,757,"4,844","3,646","10,385","4,898","9,902","7,182","6,071","4,463","4,738","3,822","4,721","4,044","5,030","4,616","5,150","5,334","5,272","4,761","6,577","4,903","7,933","5,225","9,220","6,120","8,745","8,085","4,688","7,091","3,035","4,208","2,146","3,361","1,757","3,401",598,"2,365",0,166,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2557,방이,0,0,"2,125",885,"6,684","3,697","16,363","7,132","15,249","20,682","8,932","11,278","7,464","6,736","6,981","6,278","8,290","7,375","8,710","8,499","8,294","8,602","8,760","9,318","9,216","11,237","11,957","15,026","18,091","19,125","9,543","15,675","7,512","8,632","9,072","6,776","9,838","6,410","1,605","3,762",2,639,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2558,오금,1,0,"1,144",429,"2,513","2,032","8,403","5,877","7,884","17,158","5,213","6,133","3,767","3,225","3,739","2,942","4,835","3,086","4,696","3,542","4,193","3,425","4,610","3,464","5,736","4,301","7,855","5,011","13,220","7,322","4,658","6,490","3,116","4,053","2,820","3,216","2,211","3,528",735,"2,571",2,437,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,5호선,2559,개롱,0,0,"3,417",909,"7,019","2,734","20,991","6,061","19,386","12,907","10,497","7,849","7,828","5,169","7,498","4,928","8,360","6,105","8,331","6,707","7,264","6,960","7,470","8,435","8,891","10,078","10,789","12,526","11,826","18,244","5,674","18,754","4,579","9,360","3,962","8,924","2,778","9,428",807,"5,751",2,"1,068",0,0,0,0,0,0,2020-06-03 11:49:09
